SigUF,NomRegiao,CodMunicipioIbge,NomMunicipio,qtd_empreendimentos,potencia_total_kw,potencia_media_kw
RS,Sul,4310751,Ivorá,65,496.98,7.65
PI,Nordeste,2201919,Bom Princípio do Piauí,79,495.88,6.28
BA,Nordeste,2905503,Caldeirão Grande,71,494.42,6.96
PB,Nordeste,2513000,Salgadinho,48,493.81,10.29
BA,Nordeste,2924678,Piraí do Norte,77,493.78,6.41
MG,Sudeste,3116100,Chapada do Norte,60,493.07,8.22
PB,Nordeste,2502102,Boa Ventura,67,492.94,7.36
PI,Nordeste,2204600,Hugo Napoleão,56,492.54,8.8
AM,Norte,1300144,Apuí,31,490.99,15.84
TO,Norte,1706258,Crixás do Tocantins,52,490.95,9.44
SE,Nordeste,2802601,Graccho Cardoso,37,490.74,13.26
AL,Nordeste,2701357,Campestre,69,489.65,7.1
PB,Nordeste,2514651,São José do Brejo do Cruz,76,489.35,6.44
PI,Nordeste,2204006,Francinópolis,77,488.27,6.34
PI,Nordeste,2209302,Santa Luz,61,488.2,8.0
PB,Nordeste,2507606,Juarez Távora,39,486.53,12.48
PI,Nordeste,2210904,Socorro do Piauí,83,485.21,5.85
PE,Nordeste,2610103,Palmeirina,91,484.92,5.33
MG,Sudeste,3170651,Vargem Grande do Rio Pardo,55,484.49,8.81
TO,Norte,1719004,Santa Tereza do Tocantins,41,484.44,11.82
PI,Nordeste,2203008,Cristalândia do Piauí,43,484.34,11.26
PA,Norte,1506906,Santarém Novo,30,483.02,16.1
TO,Norte,1712157,Lavandeira,41,482.4,11.77
PI,Nordeste,2205516,Juazeiro do Piauí,64,482.32,7.54
CE,Nordeste,2308377,Miraíma,59,481.74,8.17
PI,Nordeste,2209351,Santana do Piauí,72,481.25,6.68
MG,Sudeste,3129400,Ibertioga,41,481.09,11.73
PB,Nordeste,2517100,Várzea,75,480.13,6.4
PE,Nordeste,2611533,Quixaba,72,479.85,6.66
CE,Nordeste,2300606,Altaneira,30,479.76,15.99
AL,Nordeste,2703700,Jaramataia,52,479.69,9.22
SE,Nordeste,2804458,Nossa Senhora Aparecida,52,479.42,9.22
TO,Norte,1720937,Taipas do Tocantins,16,478.66,29.92
PI,Nordeste,2209757,São Gonçalo do Gurguéia,35,478.12,13.66
MA,Nordeste,2111672,São Roberto,95,476.94,5.02
PI,Nordeste,2207553,Paquetá,59,476.0,8.07
SC,Sul,4218954,Urupema,48,475.95,9.92
AP,Norte,1600204,Calçoene,25,474.87,18.99
MA,Nordeste,2104909,Guimarães,53,473.89,8.94
AL,Nordeste,2705606,Novo Lino,47,473.2,10.07
PI,Nordeste,2201770,Boa Hora,58,472.51,8.15
PA,Norte,1501006,Aveiro,52,471.87,9.07
TO,Norte,1711803,Juarina,53,471.81,8.9
MG,Sudeste,3115904,Chácara,49,471.43,9.62
AL,Nordeste,2703908,Jundiá,63,471.39,7.48
PB,Nordeste,2510303,Nova Palmeira,59,470.44,7.97
RN,Nordeste,2406809,Lajes Pintadas,64,468.88,7.33
MA,Nordeste,2101970,Boa Vista do Gurupi,44,468.04,10.64
MA,Nordeste,2100550,Amapá do Maranhão,62,467.35,7.54
PB,Nordeste,2500106,Água Branca,67,466.91,6.97
MA,Nordeste,2105450,Jatobá,53,466.67,8.81
BA,Nordeste,2929800,Saúde,64,466.57,7.29
RN,Nordeste,2407906,Monte das Gameleiras,47,466.43,9.92
PB,Nordeste,2505006,Cubati,38,465.09,12.24
MG,Sudeste,3149002,Pedra Dourada,48,464.9,9.69
MG,Sudeste,3130002,Ibituruna,38,464.67,12.23
MG,Sudeste,3153905,Raposos,75,463.72,6.18
MG,Sudeste,3125002,Ewbank da Câmara,23,463.08,20.13
SE,Nordeste,2804904,Pacatuba,52,463.03,8.9
PA,Norte,1507466,São João da Ponta,45,460.86,10.24
MG,Sudeste,3122355,Divisa Alegre,45,460.49,10.23
PI,Nordeste,2203230,Currais,26,458.41,17.63
SP,Sudeste,3514809,Eldorado,47,456.75,9.72
MG,Sudeste,3170602,Vargem Bonita,52,455.54,8.76
BA,Nordeste,2909505,Cravolândia,48,454.62,9.47
MG,Sudeste,3162302,São João da Mata,65,452.28,6.96
MG,Sudeste,3142502,Monjolos,29,451.88,15.58
RN,Nordeste,2409209,Passagem,47,450.42,9.58
MA,Nordeste,2109304,Presidente Vargas,49,448.69,9.16
PI,Nordeste,2203800,Flores do Piauí,74,448.33,6.06
GO,Centro Oeste,5213772,Montividiu do Norte,33,448.25,13.58
MA,Nordeste,2109403,Primeira Cruz,39,447.99,11.49
PA,Norte,1506112,Quatipuru,66,446.88,6.77
BA,Nordeste,2915908,Itanagra,47,446.53,9.5
PI,Nordeste,2201176,Barra D'Alcântara,55,445.93,8.11
PB,Nordeste,2501575,Barra de Santana,42,445.63,10.61
MG,Sudeste,3167301,Silverânia,55,444.9,8.09
MG,Sudeste,3146255,Padre Carvalho,36,444.03,12.33
PB,Nordeste,2501351,Assunção,37,443.84,12.0
SE,Nordeste,2805802,Riachão do Dantas,64,443.67,6.93
MG,Sudeste,3107208,Bocaina de Minas,70,443.54,6.34
TO,Norte,1703073,Barra do Ouro,49,443.16,9.04
SP,Sudeste,3515806,Flora Rica,85,442.53,5.21
PB,Nordeste,2505402,Desterro,63,440.57,6.99
SP,Sudeste,3505005,Barão de Antonina,64,438.39,6.85
MG,Sudeste,3160207,Santo Antônio do Itambé,23,436.89,19.0
PA,Norte,1501600,Bonito,64,436.16,6.82
GO,Centro Oeste,5209457,Guarinos,51,436.11,8.55
PB,Nordeste,2509370,Mato Grosso,54,433.76,8.03
RN,Nordeste,2406155,Jundiá,72,433.04,6.01
MT,Centro Oeste,5107883,Serra Nova Dourada,44,432.15,9.82
TO,Norte,1704600,Chapada de Areia,33,431.15,13.07
SC,Sul,4215059,Rio Rufino,53,429.93,8.11
PI,Nordeste,2203255,Curralinhos,38,429.88,11.31
BA,Nordeste,2922805,Nova Itarana,45,428.78,9.53
SC,Sul,4203154,Calmon,18,428.58,23.81
PI,Nordeste,2209658,São Francisco de Assis do Piauí,55,428.47,7.79
GO,Centro Oeste,5209408,Guarani de Goiás,53,427.96,8.07
PI,Nordeste,2207959,Nova Santa Rita,56,427.57,7.64
PI,Nordeste,2202251,Canavieira,47,427.12,9.09
PE,Nordeste,2606705,Ibirajuba,51,426.85,8.37
MA,Nordeste,2100873,Araguanã,38,425.55,11.2
TO,Norte,1721307,Tupiratins,48,424.64,8.85
TO,Norte,1709807,Ipueiras,34,423.68,12.46
MG,Sudeste,3112059,Cantagalo,40,423.31,10.58
PB,Nordeste,2509396,Maturéia,40,422.81,10.57
MG,Sudeste,3170305,Umburatiba,59,422.81,7.17
RN,Nordeste,2414902,Viçosa,68,420.92,6.19
MG,Sudeste,3145455,Olhos D'Água,50,420.77,8.42
TO,Norte,1721257,Tupirama,51,418.92,8.21
SP,Sudeste,3505401,Barra do Turvo,33,418.75,12.69
CE,Nordeste,2311207,Potengi,48,418.66,8.72
SE,Nordeste,2807501,Tomar do Geru,41,415.78,10.14
SC,Sul,4219150,Vargem,94,415.35,4.42
PI,Nordeste,2210391,São Miguel do Fidalgo,66,415.13,6.29
MG,Sudeste,3165909,Senador Modestino Gonçalves,38,412.41,10.85
MG,Sudeste,3117009,Comercinho,51,412.1,8.08
TO,Norte,1718709,Rio dos Bois,43,410.11,9.54
MT,Centro Oeste,5101209,Araguainha,50,407.67,8.15
SP,Sudeste,3525805,Júlio Mesquita,51,406.96,7.98
MG,Sudeste,3100401,Acaiaca,52,403.59,7.76
PI,Nordeste,2206803,Nossa Senhora dos Remédios,45,402.25,8.94
SC,Sul,4204178,Cerro Negro,37,402.16,10.87
PI,Nordeste,2211407,Várzea Grande,63,400.38,6.36
PB,Nordeste,2505279,Curral de Cima,25,399.2,15.97
TO,Norte,1703891,Carrasco Bonito,58,398.62,6.87
MG,Sudeste,3118106,Congonhas do Norte,30,398.48,13.28
PB,Nordeste,2513505,Santana de Mangueira,71,396.76,5.59
MG,Sudeste,3166105,Senhora do Porto,31,395.99,12.77
BA,Nordeste,2929008,São Félix,59,395.4,6.7
MG,Sudeste,3125507,São Gonçalo do Rio Preto,41,394.81,9.63
PB,Nordeste,2502201,Bom Jesus,38,393.2,10.35
MG,Sudeste,3112109,Caparaó,52,393.15,7.56
AM,Norte,1300805,Borba,12,393.0,32.75
AM,Norte,1301308,Codajás,22,392.62,17.85
PI,Nordeste,2205359,João Costa,47,392.31,8.35
SC,Sul,4213351,Ponte Alta do Norte,23,390.56,16.98
RS,Sul,4300554,Alto Alegre,72,388.47,5.4
PI,Nordeste,2205458,Joca Marques,49,388.2,7.92
PB,Nordeste,2501534,Baraúna,25,388.03,15.52
PB,Nordeste,2510501,Olivedos,25,387.05,15.48
MG,Sudeste,3143450,Montezuma,63,386.75,6.14
GO,Centro Oeste,5209291,Guaraíta,32,386.6,12.08
SP,Sudeste,3542305,Redenção da Serra,42,386.19,9.2
PI,Nordeste,2206308,Miguel Leão,13,385.78,29.68
SP,Sudeste,3533809,Óleo,29,385.01,13.28
PB,Nordeste,2501203,Areial,38,384.61,10.12
MA,Nordeste,2101806,Benedito Leite,46,384.33,8.36
PB,Nordeste,2503902,Camalaú,29,383.57,13.23
MG,Sudeste,3125606,Felisburgo,51,382.61,7.5
PB,Nordeste,2511608,Pilões,35,382.52,10.93
MG,Sudeste,3138500,Liberdade,26,381.26,14.66
SP,Sudeste,3554201,Tejupá,36,380.82,10.58
PI,Nordeste,2201002,Arraial,58,380.58,6.56
RN,Nordeste,2401602,Bento Fernandes,60,379.91,6.33
PB,Nordeste,2517001,Umbuzeiro,37,377.76,10.21
PB,Nordeste,2508208,Lagoa de Dentro,37,377.02,10.19
MG,Sudeste,3123403,Doresópolis,38,375.48,9.88
SE,Nordeste,2805109,Pedrinhas,41,375.32,9.15
PI,Nordeste,2204154,Francisco Macedo,51,375.08,7.35
SE,Nordeste,2800704,Brejo Grande,26,373.77,14.38
PB,Nordeste,2509057,Marcação,39,372.28,9.55
RN,Nordeste,2401651,Bodó,30,371.21,12.37
MG,Sudeste,3167509,Simão Pereira,42,371.12,8.84
MG,Sudeste,3114808,Carvalhos,33,370.57,11.23
PI,Nordeste,2202174,Campo Largo do Piauí,44,370.52,8.42
PA,Norte,1502608,Colares,39,367.83,9.43
MG,Sudeste,3101409,Albertina,68,365.81,5.38
PB,Nordeste,2505907,Emas,50,365.0,7.3
AM,Norte,1300839,Caapiranga,29,364.63,12.57
MG,Sudeste,3115458,Catuji,41,363.7,8.87
SP,Sudeste,3532306,Natividade da Serra,53,362.67,6.84
TO,Norte,1711100,Itaporã do Tocantins,45,362.17,8.05
GO,Centro Oeste,5220702,Sítio D'Abadia,21,360.02,17.14
PI,Nordeste,2211605,Vila Nova do Piauí,47,360.01,7.66
MA,Nordeste,2106201,Luís Domingues,42,360.0,8.57
RN,Nordeste,2406403,Lagoa de Velhos,59,359.98,6.1
PI,Nordeste,2206696,Murici dos Portelas,54,358.75,6.64
SE,Nordeste,2802205,Feira Nova,38,358.45,9.43
AL,Nordeste,2701803,Carneiros,44,358.27,8.14
PI,Nordeste,2205524,Júlio Borges,38,356.46,9.38
TO,Norte,1713957,Muricilândia,39,355.62,9.12
PB,Nordeste,2501302,Aroeiras,41,353.02,8.61
SP,Sudeste,3503505,Areias,38,351.28,9.24
PI,Nordeste,2200459,Alvorada do Gurguéia,34,350.79,10.32
PI,Nordeste,2208874,Ribeira do Piauí,45,350.77,7.79
CE,Nordeste,2310100,Palmácia,40,349.53,8.74
AL,Nordeste,2707800,Roteiro,30,348.83,11.63
MG,Sudeste,3150570,Pintópolis,56,348.78,6.23
GO,Centro Oeste,5213509,Monte Alegre de Goiás,34,348.43,10.25
TO,Norte,1715507,Oliveira de Fátima,33,347.53,10.53
PI,Nordeste,2207355,Pajeú do Piauí,45,347.12,7.71
PI,Nordeste,2207934,Pedro Laurentino,41,346.99,8.46
MG,Sudeste,3132008,Itacambira,26,346.29,13.32
MG,Sudeste,3144201,Nacip Raydan,60,346.0,5.77
MG,Sudeste,3166600,Serra da Saudade,25,345.0,13.8
PA,Norte,1501105,Bagre,37,343.72,9.29
PB,Nordeste,2513356,Santa Inês,32,343.59,10.74
GO,Centro Oeste,5212055,Jesúpolis,31,343.52,11.08
RR,Norte,1400456,Pacaraima,11,342.43,31.13
PE,Nordeste,2615102,Terezinha,28,342.27,12.22
PI,Nordeste,2201556,Bela Vista do Piauí,42,341.73,8.14
MT,Centro Oeste,5101837,Boa Esperança do Norte,28,339.45,12.12
MA,Nordeste,2106672,Milagres do Maranhão,43,338.46,7.87
PI,Nordeste,2201929,Bonfim do Piauí,50,338.07,6.76
SE,Nordeste,2800407,Arauá,37,338.04,9.14
MA,Nordeste,2102507,Cajari,43,336.42,7.82
MA,Nordeste,2105658,Junco do Maranhão,21,334.32,15.92
BA,Nordeste,2900900,Almadina,42,333.58,7.94
AL,Nordeste,2707008,Pindoba,25,331.9,13.28
PI,Nordeste,2208601,Prata do Piauí,53,330.98,6.24
SE,Nordeste,2803104,Itabi,42,330.84,7.88
MG,Sudeste,3171501,Mathias Lobato,43,329.08,7.65
PB,Nordeste,2504157,Casserengue,34,327.08,9.62
PB,Nordeste,2514453,São José dos Ramos,21,326.57,15.55
MG,Sudeste,3121704,Diogo de Vasconcelos,23,326.22,14.18
MG,Sudeste,3160603,Santo Hipólito,38,325.64,8.57
MA,Nordeste,2111631,São Raimundo do Doca Bezerra,41,325.58,7.94
AM,Norte,1304401,Urucurituba,23,325.58,14.16
RN,Nordeste,2415008,Vila Flor,42,325.26,7.74
SE,Nordeste,2805208,Pinhão,31,325.16,10.49
BA,Nordeste,2911253,Gavião,37,324.41,8.77
SP,Sudeste,3553500,Tapiraí,32,323.27,10.1
TO,Norte,1712405,Lizarda,21,322.55,15.36
MG,Sudeste,3165560,Sem Peixe,33,321.13,9.73
PB,Nordeste,2509602,Monte Horebe,43,320.94,7.46
SE,Nordeste,2802700,Ilha das Flores,41,320.82,7.82
PI,Nordeste,2210359,São Lourenço do Piauí,42,317.15,7.55
TO,Norte,1718501,Recursolândia,36,316.38,8.79
MA,Nordeste,2112407,Turiaçu,27,316.34,11.72
PB,Nordeste,2512754,Riachão do Bacamarte,35,315.35,9.01
BA,Nordeste,2914208,Irajuba,47,314.25,6.69
CE,Nordeste,2304608,General Sampaio,38,314.16,8.27
PB,Nordeste,2508703,Mãe D'Água,44,312.96,7.11
MG,Sudeste,3147501,Passabém,16,310.18,19.39
PB,Nordeste,2502052,Bernardino Batista,15,309.8,20.65
PB,Nordeste,2516409,Tacima,41,309.7,7.55
MG,Sudeste,3127909,Grupiara,56,307.51,5.49
SC,Sul,4211892,Painel,31,307.38,9.92
GO,Centro Oeste,5221080,Teresina de Goiás,26,306.84,11.8
MG,Sudeste,3132800,Itambé do Mato Dentro,30,306.11,10.2
PB,Nordeste,2512036,Poço Dantas,65,306.09,4.71
BA,Nordeste,2918555,Jussari,25,306.01,12.24
MG,Sudeste,3106606,Bertópolis,45,305.63,6.79
MG,Sudeste,3116308,Cipotânea,43,304.86,7.09
MG,Sudeste,3158607,Santana do Deserto,22,304.58,13.84
BA,Nordeste,2923308,Ouriçangas,33,304.03,9.21
RN,Nordeste,2411106,Ruy Barbosa,54,303.94,5.63
PI,Nordeste,2210383,São Miguel da Baixa Grande,47,303.19,6.45
TO,Norte,1720150,São Félix do Tocantins,28,301.62,10.77
PB,Nordeste,2511103,Pedra Lavrada,52,300.89,5.79
SE,Nordeste,2806503,Santa Rosa de Lima,24,300.52,12.52
SP,Sudeste,3554607,Timburi,107,300.11,2.8
RR,Norte,1400027,Amajari,19,298.58,15.71
PI,Nordeste,2203750,Fartura do Piauí,36,297.95,8.28
MG,Sudeste,3165552,Setubinha,51,297.82,5.84
RN,Nordeste,2405405,Japi,46,297.1,6.46
PI,Nordeste,2206357,Milton Brandão,62,296.41,4.78
MG,Sudeste,3145505,Olímpio Noronha,17,295.52,17.38
AM,Norte,1300680,Boa Vista do Ramos,10,295.12,29.51
GO,Centro Oeste,5205307,Cavalcante,28,295.01,10.54
PB,Nordeste,2508505,Livramento,39,294.51,7.55
PI,Nordeste,2200806,Antônio Almeida,53,292.53,5.52
PE,Nordeste,2607109,Ingazeira,46,292.13,6.35
PA,Norte,1503002,Faro,36,291.1,8.09
PR,Sul,4109500,Guaraqueçaba,20,290.13,14.51
MG,Sudeste,3124609,Estrela Dalva,36,288.09,8.0
PB,Nordeste,2516755,Tenório,17,287.87,16.93
MA,Nordeste,2106359,Marajá do Sena,27,287.2,10.64
MG,Sudeste,3156205,Rochedo de Minas,36,286.77,7.97
SE,Nordeste,2803807,Malhada dos Bois,27,286.14,10.6
MG,Sudeste,3160454,Santo Antônio do Retiro,54,284.51,5.27
MG,Sudeste,3160306,Santo Antônio do Jacinto,53,284.02,5.36
PI,Nordeste,2210375,São Luis do Piauí,39,283.97,7.28
PA,Norte,1504505,Melgaço,32,283.92,8.87
PI,Nordeste,2205250,Jardim do Mulato,32,281.21,8.79
PI,Nordeste,2206050,Massapê do Piauí,45,280.9,6.24
MG,Sudeste,3165800,Senador José Bento,39,280.81,7.2
PI,Nordeste,2209971,São João do Arraial,45,280.73,6.24
GO,Centro Oeste,5204201,Cachoeira de Goiás,24,280.67,11.69
AL,Nordeste,2706208,Palestina,38,280.61,7.38
PI,Nordeste,2202075,Cajazeiras do Piauí,35,279.49,7.99
PI,Nordeste,2201309,Barreiras do Piauí,35,279.13,7.98
MG,Sudeste,3106655,Berizal,30,278.97,9.3
PB,Nordeste,2514800,São José dos Cordeiros,28,278.78,9.96
MA,Nordeste,2109239,Presidente Médici,31,278.43,8.98
MG,Sudeste,3158102,Santa Maria do Salto,35,278.12,7.95
PB,Nordeste,2513158,Santa Cecília,32,277.24,8.66
PB,Nordeste,2504108,Carrapateira,47,275.72,5.87
PB,Nordeste,2511707,Pilõezinhos,23,275.03,11.96
PB,Nordeste,2515401,São Vicente do Seridó,39,274.35,7.03
SE,Nordeste,2806404,Santana do São Francisco,25,271.35,10.85
PI,Nordeste,2205532,Jurema,31,270.25,8.72
PB,Nordeste,2514305,São José de Caiana,33,270.14,8.19
PB,Nordeste,2504074,Caraúbas,30,269.89,9.0
MG,Sudeste,3107505,Bom Jardim de Minas,32,268.28,8.38
PI,Nordeste,2210979,Tanque do Piauí,42,267.6,6.37
BA,Nordeste,2919108,Lamarão,46,265.94,5.78
MG,Sudeste,3104452,Aricanduva,45,262.4,5.83
PB,Nordeste,2506509,Gurjão,19,261.88,13.78
PB,Nordeste,2510709,Passagem,38,261.1,6.87
PI,Nordeste,2203271,Curral Novo do Piauí,41,260.85,6.36
PI,Nordeste,2210102,São José do Peixe,36,260.66,7.24
PI,Nordeste,2207108,Olho D'Água do Piauí,35,259.8,7.42
RN,Nordeste,2405504,Jardim de Angicos,34,258.36,7.6
GO,Centro Oeste,5214903,Nova Roma,23,258.28,11.23
SC,Sul,4210704,Matos Costa,23,257.18,11.18
PI,Nordeste,2211357,Várzea Branca,40,256.94,6.42
AM,Norte,1304302,Urucará,14,256.24,18.3
MA,Nordeste,2104651,Governador Newton Bello,32,256.23,8.01
MA,Nordeste,2104081,Fernando Falcão,22,256.22,11.65
PB,Nordeste,2505238,Cuité de Mamanguape,29,254.69,8.78
GO,Centro Oeste,5203962,Buritinópolis,22,254.46,11.57
PB,Nordeste,2506202,Frei Martinho,33,253.87,7.69
MG,Sudeste,3113800,Carmésia,19,252.32,13.28
RN,Nordeste,2409605,Pedra Preta,43,251.3,5.84
AM,Norte,1301506,Envira,10,251.0,25.1
PI,Nordeste,2202554,Caridade do Piauí,37,250.38,6.77
MG,Sudeste,3160504,Santo Antônio do Rio Abaixo,30,250.04,8.33
MG,Sudeste,3113107,Caranaíba,27,249.88,9.25
MG,Sudeste,3146602,Paiva,28,248.21,8.86
RS,Sul,4308250,Floriano Peixoto,36,247.5,6.88
PB,Nordeste,2503555,Cacimbas,27,247.0,9.15
MG,Sudeste,3117207,Conceição das Pedras,26,246.98,9.5
MG,Sudeste,3157658,Santa Helena de Minas,42,246.72,5.87
RS,Sul,4310876,Jacuizinho,24,246.68,10.28
MG,Sudeste,3105202,Bandeira,40,246.06,6.15
SE,Nordeste,2807303,Telha,17,245.94,14.47
PE,Nordeste,2609204,Maraial,31,244.0,7.87
PI,Nordeste,2202455,Capitão Gervásio Oliveira,31,242.91,7.84
AM,Norte,1301654,Guajará,19,241.16,12.69
MG,Sudeste,3142254,Miravânia,29,240.87,8.31
SE,Nordeste,2806909,São Francisco,25,240.85,9.63
MG,Sudeste,3117836,Cônego Marinho,44,238.37,5.42
PB,Nordeste,2500536,Alcantil,38,238.19,6.27
MA,Nordeste,2111789,Serrano do Maranhão,21,237.44,11.31
MG,Sudeste,3165602,Senador Cortes,18,235.53,13.08
PB,Nordeste,2515930,Sertãozinho,24,235.18,9.8
MG,Sudeste,3143708,Morro do Pilar,17,232.24,13.66
SE,Nordeste,2807006,São Miguel do Aleixo,23,231.9,10.08
AM,Norte,1300102,Anori,24,225.87,9.41
PI,Nordeste,2205540,Lagoinha do Piauí,23,223.76,9.73
AM,Norte,1300086,Anamã,10,223.0,22.3
TO,Norte,1715259,Novo Jardim,25,222.77,8.91
PI,Nordeste,2205599,Lagoa do Sítio,31,221.26,7.14
MG,Sudeste,3145406,Olaria,17,218.18,12.83
AL,Nordeste,2705903,Olho D'Água Grande,36,217.68,6.05
MG,Sudeste,3163003,São José da Safira,35,217.24,6.21
SP,Sudeste,3507159,Bom Sucesso de Itararé,20,216.74,10.84
RN,Nordeste,2414753,Venha-Ver,38,216.35,5.69
MG,Sudeste,3122801,Dom Viçoso,31,215.9,6.96
SC,Sul,4203253,Capão Alto,21,215.26,10.25
PI,Nordeste,2210953,Tamboril do Piauí,31,214.23,6.91
MG,Sudeste,3157377,Santa Cruz de Salinas,24,213.04,8.88
PB,Nordeste,2513943,São Domingos do Cariri,22,210.97,9.59
PB,Nordeste,2500734,Amparo,25,210.69,8.43
AM,Norte,1302553,Manaquiri,9,210.4,23.38
GO,Centro Oeste,5201207,Anhanguera,19,208.06,10.95
TO,Norte,1703826,Cachoeirinha,18,207.25,11.51
TO,Norte,1718659,Rio da Conceição,25,207.02,8.28
SP,Sudeste,3503158,Arapeí,13,206.22,15.86
SE,Nordeste,2807204,Siriri,24,204.99,8.54
MG,Sudeste,3159407,Santa Rita do Ibitipoca,14,203.86,14.56
AM,Norte,1301605,Fonte Boa,4,201.2,50.3
PB,Nordeste,2515203,São Sebastião do Umbuzeiro,24,201.18,8.38
PI,Nordeste,2208551,Porto Alegre do Piauí,28,199.4,7.12
MG,Sudeste,3129657,Ibiracatu,16,198.6,12.41
PB,Nordeste,2515708,Serra Grande,28,197.63,7.06
PI,Nordeste,2209559,São Braz do Piauí,23,197.49,8.59
SP,Sudeste,3504701,Balbinos,28,197.21,7.04
PB,Nordeste,2513968,São Domingos,17,196.96,11.59
PB,Nordeste,2509503,Montadas,26,196.6,7.56
MG,Sudeste,3159308,Santa Rita de Jacutinga,29,195.64,6.75
PB,Nordeste,2514552,São José de Princesa,26,194.61,7.48
PB,Nordeste,2505808,Duas Estradas,21,194.45,9.26
AM,Norte,1303502,Pauini,13,193.0,14.85
PB,Nordeste,2505303,Curral Velho,27,192.14,7.12
RN,Nordeste,2405900,João Dias,29,191.89,6.62
AM,Norte,1303106,Nova Olinda do Norte,6,191.15,31.86
MA,Nordeste,2109759,Santa Filomena do Maranhão,27,191.01,7.07
SE,Nordeste,2801108,Canhoba,16,190.7,11.92
SP,Sudeste,3522653,Itapirapuã Paulista,17,187.9,11.05
MG,Sudeste,3146750,Palmópolis,30,187.82,6.26
MG,Sudeste,3166402,Seritinga,19,187.5,9.87
PB,Nordeste,2500577,Algodão de Jandaíra,15,187.07,12.47
PI,Nordeste,2207751,Passagem Franca do Piauí,12,185.08,15.42
AM,Norte,1302009,Itapiranga,9,185.07,20.56
PB,Nordeste,2502706,Borborema,21,184.46,8.78
PA,Norte,1502806,Curralinho,16,181.06,11.32
AM,Norte,1302108,Japurá,5,179.0,35.8
MG,Sudeste,3153301,Presidente Kubitschek,18,178.95,9.94
SP,Sudeste,3551207,Sarutaiá,26,176.71,6.8
PB,Nordeste,2508554,Logradouro,29,176.05,6.07
SP,Sudeste,3507209,Borá,27,175.46,6.5
MG,Sudeste,3143153,Monte Formoso,15,175.18,11.68
MG,Sudeste,3166501,Serra Azul de Minas,12,174.01,14.5
MG,Sudeste,3140605,Materlândia,21,173.9,8.28
PB,Nordeste,2515807,Serra Redonda,24,170.8,7.12
SP,Sudeste,3542800,Ribeira,21,170.12,8.1
PB,Nordeste,2515906,Serraria,18,168.9,9.38
BA,Nordeste,2912608,Ibiquera,14,167.6,11.97
PE,Nordeste,2612109,Salgadinho,14,165.29,11.81
MA,Nordeste,2102374,Cachoeira Grande,16,165.1,10.32
PB,Nordeste,2516151,Sossêgo,21,161.83,7.71
PB,Nordeste,2506251,Gado Bravo,16,160.89,10.06
PB,Nordeste,2512747,Riachão,13,160.74,12.36
MG,Sudeste,3155009,Rio Doce,23,159.72,6.94
MG,Sudeste,3167004,Serranos,19,158.38,8.34
RS,Sul,4314175,Pedras Altas,16,157.14,9.82
MG,Sudeste,3127057,Fronteira dos Vales,24,155.51,6.48
AM,Norte,1303809,São Gabriel da Cachoeira,11,152.72,13.88
AM,Norte,1301951,Itamarati,9,150.48,16.72
AC,Norte,1200328,Jordão,11,149.97,13.63
MG,Sudeste,3127073,Fruta de Leite,30,148.58,4.95
SE,Nordeste,2800100,Amparo de São Francisco,14,143.86,10.28
SE,Nordeste,2802007,Divina Pastora,11,143.62,13.06
PB,Nordeste,2512721,Pedro Régis,15,143.4,9.56
PI,Nordeste,2206654,Morro Cabeça no Tempo,18,143.37,7.96
AP,Norte,1600212,Cutias,13,141.7,10.9
MA,Nordeste,2101731,Belágua,10,140.95,14.1
MG,Sudeste,3106804,Bias Fortes,13,138.02,10.62
PB,Nordeste,2505352,Damião,15,134.01,8.93
MA,Nordeste,2101350,Bacurituba,17,133.63,7.86
BA,Nordeste,2929354,São José da Vitória,18,133.02,7.39
AM,Norte,1300631,Beruri,9,132.5,14.72
AM,Norte,1303957,São Sebastião do Uatumã,6,130.84,21.81
MG,Sudeste,3136579,Josenópolis,15,128.3,8.55
SE,Nordeste,2801900,Cumbe,17,125.56,7.39
PI,Nordeste,2208858,Riacho Frio,12,124.82,10.4
PI,Nordeste,2210623,Sebastião Barros,15,122.75,8.18
AM,Norte,1303007,Nhamundá,14,121.8,8.7
AP,Norte,1600253,Itaubal,15,120.16,8.01
MG,Sudeste,3145703,Oliveira Fortes,16,119.38,7.46
PB,Nordeste,2504850,Coxixola,15,117.99,7.87
MG,Sudeste,3158706,Santana do Garambéu,11,117.85,10.71
SP,Sudeste,3521200,Iporanga,34,114.76,3.38
PB,Nordeste,2514107,São João do Tigre,16,114.29,7.14
PI,Nordeste,2209450,Santo Antônio dos Milagres,17,111.56,6.56
SP,Sudeste,3522158,Itaóca,12,109.8,9.15
MG,Sudeste,3164803,São Sebastião do Rio Preto,10,108.87,10.89
AC,Norte,1200435,Santa Rosa do Purus,6,108.5,18.08
TO,Norte,1704105,Centenário,14,106.05,7.58
MG,Sudeste,3115607,Cedro do Abaeté,12,102.41,8.53
RR,Norte,1400407,Normandia,9,102.1,11.34
MG,Sudeste,3103306,Aracitaba,18,100.21,5.57
AM,Norte,1304005,Silves,8,99.0,12.38
PB,Nordeste,2512788,Riacho de Santo Antônio,6,98.84,16.47
SE,Nordeste,2802502,General Maynard,14,98.74,7.05
AM,Norte,1304260,Uarini,9,98.17,10.91
SC,Sul,4220000,Balneário Rincão,14,97.9,6.99
MG,Sudeste,3118502,Consolação,15,97.86,6.52
